recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps,ingredients_clean,steps_clean
tenggiri kuah asam pedas,"500 gr ikan tenggiri, potong bulat--1 buah jeruk nipis, ambil airnya--2 buah tomat hijau, potong kasar--2 batang serai, memarkan--3 cm jahe, memarkan--4 cm kunyit, bakar lalu memarkan--5 buah belimbing wuluh, belah 2--10 buah cabai rawit utuh--5 buah  cabai merah keriting, iris serong--10 buah cabai rawit, iris serong--1 batang daun bawang, potong kasar--750 ml air--secukupnya garam, gula & lada bubuk--bumbu iris tipis:--6 butir bawang merah--3 siung bawang putih--","1) cuci bersih ikan, lumuri air jeruk nipis, diamkan 15 menit, cuci kembali sampai bersih, sisihkan.
2) rebus air dalam panci hingga mendidih.
3) tumis bumbu sampai wangi, masukkan cabai, daun jeruk, kunyit, serai & jahe, aduk2 sampai layu, tuang tumisan bumbu kedalam panci berisi air mendidih, bumbui garam & gula, masukkan ikan, masak sampai mendidih kembali.
4) masukkan belimbing wuluh & cabai rawit utuh, masak sampai bumbu meresap, tes rasa, sebelum diangkat masukkan irisan tomat hijau, matikan api, taburi daun bawang sajikan. (boleh taburi daun kemangi bila suka)",242,https://cookpad.com/id/resep/4460709-tenggiri-kuah-asam-pedas,ikan,16,"ikan tenggiri, potong bulat, jeruk nipis, ambil airnya, tomat hijau, potong kasar, serai, memarkan, jahe, memarkan, kunyit, bakar memarkan, belimbing wuluh, belah, cabai rawit utuh, cabai merah keriting, serong, cabai rawit, serong, batang daun bawang, potong kasar, air, garam, gula & lada, bumbu tipis, bawang merah, bawang putih",4,"['500 gr ikan tenggiri, potong bulat', '1 buah jeruk nipis, ambil airnya', '2 buah tomat hijau, potong kasar', '2 batang serai, memarkan', '3 cm jahe, memarkan', '4 cm kunyit, bakar lalu memarkan', '5 buah belimbing wuluh, belah 2', '10 buah cabai rawit utuh', '5 buah  cabai merah keriting, iris serong', '10 buah cabai rawit, iris serong', '1 batang daun bawang, potong kasar', '750 ml air', 'secukupnya garam, gula & lada bubuk', '6 butir bawang merah', '3 siung bawang putih']","['cuci bersih ikan, lumuri air jeruk nipis, diamkan 15 menit, cuci kembali sampai bersih, sisihkan', 'rebus air dalam panci hingga mendidih', 'tumis bumbu sampai wangi, masukkan cabai, daun jeruk, kunyit, serai dan jahe, aduk2 sampai layu, tuang tumisan bumbu kedalam panci berisi air mendidih, bumbui garam dan gula, masukkan ikan, masak sampai mendidih kembali', 'masukkan belimbing wuluh dan cabai rawit utuh, masak sampai bumbu meresap, tes rasa, sebelum diangkat masukkan irisan tomat hijau, matikan api, taburi daun bawang sajikan', '(boleh taburi daun kemangi bila suka)']"
tengjikaeng ayam khas solo,"1 kg tulangan ayam rebus yang ada sedikit dagingnya+ sayap ayam--5 buah cabai rawit (boleh lebih ya, saya tinggal dikit)--2 lembar daun salam--2 lembar daun jeruk--3 cm jahe, geprek--2 batang serei, geprek--1,5 lt air--2 sdm gula merah (saya ganti pakai kecap)--secukupnya garam, kaldu bubuk--bumbu halus :--8 siung bawang merah--6 siung bawang putih--1 sdt ketumbar--1/2 sdt jinten--1 ruas kunyit--4 butir kemiri--5 buah cabai merah (boleh ksh rawit jika pgn pedas bgt)--secukupnya minyak untuk menumis--","1) tumis bumbu halus dan semua rempah sampai wangi, beri air. lalu masuk tulang ayam, garam, gula/kecap, kaldu bubuk. setelah mendidih, kecilkan apinya. masak terus dengan api kecil sampai keluar minyak2 merahnya. koreksi rasanya, matikan api. siap disajikan.",63,https://cookpad.com/id/resep/4398176-tengjikaeng-ayam-khas-solo,ayam,18,"tulangan ayam rebus dagingnya+ sayap ayam, cabai rawit, tinggal dikit, daun salam, daun jeruk, jahe, geprek, batang serei, geprek, air, gula merah ganti pakai kecap, garam, kaldu bubuk, bumbu halus, bawang merah, bawang putih, ketumbar, jinten, kunyit, kemiri, cabai merah ksh rawit jika pgn pedas bgt, minyak menumis",1,"['1 kg tulangan ayam rebus yang ada sedikit dagingnya+ sayap ayam', '5 buah cabai rawit (boleh lebih ya, saya tinggal dikit)', '2 lembar daun salam', '2 lembar daun jeruk', '3 cm jahe, geprek', '2 batang serei, geprek', '1,5 lt air', '2 sdm gula merah (saya ganti pakai kecap)', 'secukupnya garam, kaldu bubuk', '8 siung bawang merah', '6 siung bawang putih', '1 sdt ketumbar', '1/2 sdt jinten', '1 ruas kunyit', '4 butir kemiri', '5 buah cabai merah (boleh ksh rawit jika pgn pedas bgt)', 'secukupnya minyak untuk menumis']","['tumis bumbu halus dan semua rempah sampai wangi, beri air', 'lalu masuk tulang ayam, garam, gula/kecap, kaldu bubuk', 'setelah mendidih, kecilkan apinya', 'masak terus dengan api kecil sampai keluar minyak2 merahnya', 'koreksi rasanya, matikan api', 'siap disajikan', '']"
tengjikaeng iga kambing,"500 gr iga kambing (potongÂ², ditambah jeroan kambing bila suka)--bumbu haluskan :--6 buah cabai merah keriting--10 buah cabai rawit/sesuai selera--10 siung bawang merah--6 siung bawang putih--5 cm kunyit bakar--5 butir kemiri sangrai--1/4 butir biji pala--1/2 sdt jinten sangrai--1 sdt merica butiran sangrai--bumbu tambahan :--4 cm jahe geprek--4 cm lengkuas geprek--2 batang serai geprek--4 lembar daun jeruk sobekÂ²--2 lembar daun salam--3 cm kayu manis--4 butir cengkeh--secukupnya gula, garam dan kaldu bubuk--secukupnya air--secukupnya kecap manis bango  (saya 2sdm)--4 sdm minyak goreng untuk menumis--","1) didihkan air didalam panci, rebus iga kambing selama 3 menit atau hingga keluar busaÂ² dan kotoran. buang air rebusan lalu angkat iga kambing sisihkan (lakukan hal sama pada jeroan kambing).
2) panaskan minyak didalam wajan lalu tumis bumbuÂ² yang dimemarkan kemudian masukkan bumbu halus dan bumbu tambahan kecuali air matang dan kecap manis lalu tumis hingga harum.
3) masukkan iga kambing kemudian adukÂ² hingga bumbu rata.
4) tambahkan air matang dan biarkan mendidih lalu kecilkan api dan masak iga kambing hingga menjadi empuk.
5) tambahkan kecap manis bango dan jangan lupa koreksi rasa ya... angkat dan siap disajikan bersama irisan jeruk nipis dan bawang goreng. selamat mencoba",59,https://cookpad.com/id/resep/3265783-tengjikaeng-iga-kambing-kitaberbagi,kambing,23,"iga kambing potongÂ², ditambah jeroan kambing suka, bumbu haluskan, cabai merah keriting, cabai rawit, bawang merah, bawang putih, kunyit, kemiri, pala, jinten, merica butiran sangrai, bumbu tambahan, jahe, lengkuas, serai geprek, daun jeruk sobekÂ², daun salam, kayu manis, cengkeh, gula, garam kaldu bubuk, air, kecap manis bango, minyak goreng menumis",5,"['500 gr iga kambing (potongÂ², ditambah jeroan kambing bila suka)', '6 buah cabai merah keriting', '10 buah cabai rawit/sesuai selera', '10 siung bawang merah', '6 siung bawang putih', '5 cm kunyit bakar', '5 butir kemiri sangrai', '1/4 butir biji pala', '1/2 sdt jinten sangrai', '1 sdt merica butiran sangrai', '4 cm jahe geprek', '4 cm lengkuas geprek', '2 batang serai geprek', '4 lembar daun jeruk sobekÂ²', '2 lembar daun salam', '3 cm kayu manis', '4 butir cengkeh', 'secukupnya gula, garam dan kaldu bubuk', 'secukupnya air', 'secukupnya kecap manis bango  (saya 2sdm)', '4 sdm minyak goreng untuk menumis']","['didihkan air didalam panci, rebus iga kambing selama 3 menit atau hingga keluar busaÂ² dan kotoran', 'buang air rebusan lalu angkat iga kambing sisihkan (lakukan hal sama pada jeroan kambing)', 'panaskan minyak didalam wajan lalu tumis bumbuÂ² yang dimemarkan kemudian masukkan bumbu halus dan bumbu tambahan kecuali air matang dan kecap manis lalu tumis hingga harum', 'masukkan iga kambing kemudian adukÂ² hingga bumbu rata', 'tambahkan air matang dan biarkan mendidih lalu kecilkan api dan masak iga kambing hingga menjadi empuk', 'tambahkan kecap manis bango dan jangan lupa koreksi rasa ya', 'angkat dan siap disajikan bersama irisan jeruk nipis dan bawang goreng', 'selamat mencoba']"
terong udang balado,250 gr udang--2 buah terong--2 papan pete (kupas+belah)--garam--1/4 sdt gula--3 sdm minyak sayur--bumbu halus :--8 siung bawang merah--4 soung bawang putih--10 cabai merah besar--10 rawit--3 buah kemiri--1 buah tomat--,"1) potong terong, goreng sampai matang.
2) kupas udang, pisahkan dari kepala, cuci bersih. (kepala sy rebus dengan 100 ml air sampai mendidih, kaldunya untuk dipakai)
3) tumis bumbu halus sampai harum dan matang, masukkan minyak, udang, aduk rata, masak sebawangntar lalu masukkan kaldu udang, garam, gula, pete, masak sampai hampir matang.
4) terahir masukkan terong, aduk rata, masak sebentar, tes rasa, angkat dan sajikan.",13,https://cookpad.com/id/resep/4258979-terong-udang-balado,udang,13,"udang, terong, papan pete kupas+belah, garam, gula, minyak sayur, bumbu halus, bawang merah, soung bawang putih, cabai merah, rawit, kemiri, tomat",4,"['250 gr udang', '2 buah terong', '2 papan pete (kupas+belah)', 'garam', '1/4 sdt gula', '3 sdm minyak sayur', '8 siung bawang merah', '4 soung bawang putih', '10 cabai merah besar', '10 rawit', '3 buah kemiri', '1 buah tomat']","['potong terong, goreng sampai matang', 'kupas udang, pisahkan dari kepala, cuci bersih', '(kepala sy rebus dengan 100 ml air sampai mendidih, kaldunya untuk dipakai)', 'tumis bumbu halus sampai harum dan matang, masukkan minyak, udang, aduk rata, masak sebawangntar lalu masukkan kaldu udang, garam, gula, pete, masak sampai hampir matang', 'terahir masukkan terong, aduk rata, masak sebentar, tes rasa, angkat dan sajikan', '']"
tetelan sapi lada hitam,500 gr tetelan sapi--1 1/2 bawang bombay (iris tipis)--5 buah cabai hijau (iris)--5 buah cabai merah(iris)--3 sdt lada bubuk--2 buah tomat (belah 6)--3 sachet kecap manis--2 sdm saus tiram--200 ml air kaldu sapi--garam--gula--secukupnya minyak goreng--bahan dihaluskan:--4 siung bawang merah--3 siung bawang putih--2 ruas jahe--,"1) rebus tetelan sapi hingga empuk, sisakan 200ml air kaldunya
2) panaskan minyak, masukkan bumbu halus dan irisan bawang bombay, tumis hingga harum
3) masukkan cabai merah & cabai hijau, aduk rata
4) masukkan tetelan sapi dan air kaldu, aduk rata sampai air mendidih
5) kemudian masukkan kecap manis, saus tiram, garam, gula, lada bubuk aduk rata, gunakan api kecil, tutup sebentar sampai tetelan daging meresap dengan bumbu, sesekali diaduk.
6) masukkan potongan tomat, aduk kembali, koreksi rasa rasa.
7) ""tetelan"" sapi lada hitam, siap disajikan",49,https://cookpad.com/id/resep/3379260-tetelan-daging-sapi-lada-hitam,sapi,16,"tetelan sapi, bawang bombay tipis, cabai hijau, cabai merah, lada, tomat belah, kecap manis, saus tiram, air kaldu sapi, garam, gula, minyak goreng, dihaluskan, bawang merah, bawang putih, jahe",7,"['500 gr tetelan sapi', '1 1/2 bawang bombay (iris tipis)', '5 buah cabai hijau (iris)', '5 buah cabai merah(iris)', '3 sdt lada bubuk', '2 buah tomat (belah 6)', '3 sachet kecap manis', '2 sdm saus tiram', '200 ml air kaldu sapi', 'garam', 'gula', 'secukupnya minyak goreng', '4 siung bawang merah', '3 siung bawang putih', '2 ruas jahe']","['rebus tetelan sapi hingga empuk, sisakan 200ml air kaldunya', 'panaskan minyak, masukkan bumbu halus dan irisan bawang bombay, tumis hingga harum', 'masukkan cabai merah dan cabai hijau, aduk rata', 'masukkan tetelan sapi dan air kaldu, aduk rata sampai air mendidih', 'kemudian masukkan kecap manis, saus tiram, garam, gula, lada bubuk aduk rata, gunakan api kecil, tutup sebentar sampai tetelan daging meresap dengan bumbu, sesekali diaduk', 'masukkan potongan tomat, aduk kembali, koreksi rasa rasa', 'tetelan sapi lada hitam, siap disajikan']"
thai beef salad,"salad(bebas bisa apa aja sayurannya):--kol secukupnya,iris halus--wortel secukupnya,parut kasar--tomat secukupnya,potong2--daging:--200 gr sapi has dalam,potong2--bumbu perendam daging:--1 sdm saus tiram--3 siung bawang putih halus--1 sdt daun ketumbar cincang--saus salad:--2 sdm kecap ikan--1 sdm gula--1 buah jeruk nipis,peras--3 siung bawang putih halus--1 sdm daun ketumbar cincang--","1) siapkan bahan saladnya
2) rendam daging dlm bumbu perendam kira2 15 menit
3) panaskan sedikit minyak,masak daging sampai matang
4) campur semua bahan saus
5) aduk sayuran bersama saus,tambahkan daging panggang di atasnya.enjoy¤—",24,https://cookpad.com/id/resep/3530852-thai-beef-salad,sapi,16,"salad bebas sayurannya, kol, halus, wortel, parut kasar, tomat, potong, daging, sapi has, potong, bumbu perendam daging, saus tiram, bawang putih halus, daun ketumbar cincang, saus salad, kecap ikan, gula, jeruk nipis, peras, bawang putih halus, daun ketumbar cincang",5,"['salad(bebas bisa apa aja sayurannya):', 'kol secukupnya,iris halus', 'wortel secukupnya,parut kasar', 'tomat secukupnya,potong2', '200 gr sapi has dalam,potong2', '1 sdm saus tiram', '3 siung bawang putih halus', '1 sdt daun ketumbar cincang', '2 sdm kecap ikan', '1 sdm gula', '1 buah jeruk nipis,peras', '3 siung bawang putih halus', '1 sdm daun ketumbar cincang']","['siapkan bahan saladnya', 'rendam daging dlm bumbu perendam kira2 15 menit', 'panaskan sedikit minyak,masak daging sampai matang', 'campur semua bahan saus', 'aduk sayuran bersama saus,tambahkan daging panggang di atasnya', 'enjoy¤—']"
thai spicy basil beef,"500 gr sapi sirloin atau has dalam--5 siung bawang putih, cacah halus--2 butir bawang merah, cacah halus--3 buah cabai rawit merah, cacah kasar (boleh ditambah)--1 buah paprika merah kecil, iris memanjang--1/2 buah bawang bombay, iris memanjang--1 sdm kecap ikan--1 sdm saus tiram--1 sdm kecap manis--secukupnya merica--2 gtidakm daun kemangi--bumbu perendam:--1 sdm kecap asin--secukupnya merica--1 sdt kaldu ayam atau jamur bubuk--","1) bersihkan serat dan lemak daging. pukul-pukul dan iris memanjang berlawanan serat.
- rendam daging dalam bumbu perendam selama minimal 30 menit.
- panaskan minyak dalam wajan, tumis daging sebentar saja hingga berubah warna. tiriskan.
- tambahkan minyak dan tumis bawang putih dan bawang merah hingga harum.
- tambahkan paprika dan cabai. masak sebentar.
- masukkan bawang bombay dan masak hingga setengah matang.
2) masukkan daging. bumbuhi dengan kecap ikan, saus tiram, kecap manis dan merica secukupnya.
- masak sebentar hingga meresap dan matang.
- koreksi rasa.
- terakhir tambahkan daun kemangi. matikan api.
- sajikan dengan nasi putih dan telur mata sapi.",26,https://cookpad.com/id/resep/4384115-thai-spicy-basil-beef,sapi,15,"sapi sirloin has, bawang putih, cacah halus, bawang merah, cacah halus, cabai rawit merah, cacah kasar ditambah, paprika merah, memanjang, bawang bombay, memanjang, kecap ikan, saus tiram, kecap manis, merica, daun kemangi, bumbu perendam, kecap asin, merica, kaldu ayam jamur bubuk",2,"['500 gr sapi sirloin atau has dalam', '5 siung bawang putih, cacah halus', '2 butir bawang merah, cacah halus', '3 buah cabai rawit merah, cacah kasar (boleh ditambah)', '1 buah paprika merah kecil, iris memanjang', '1/2 buah bawang bombay, iris memanjang', '1 sdm kecap ikan', '1 sdm saus tiram', '1 sdm kecap manis', 'secukupnya merica', '2 gtidakm daun kemangi', '1 sdm kecap asin', 'secukupnya merica', '1 sdt kaldu ayam atau jamur bubuk']","['bersihkan serat dan lemak daging', 'pukul-pukul dan iris memanjang berlawanan serat', 'rendam daging dalam bumbu perendam selama minimal 30 menit', 'panaskan minyak dalam wajan, tumis daging sebentar saja hingga berubah warna', 'tiriskan', 'tambahkan minyak dan tumis bawang putih dan bawang merah hingga harum', 'tambahkan paprika dan cabai', 'masak sebentar', 'masukkan bawang bombay dan masak hingga setengah matang', 'masukkan daging', 'bumbuhi dengan kecap ikan, saus tiram, kecap manis dan merica secukupnya', 'masak sebentar hingga meresap dan matang', 'koreksi rasa', 'terakhir tambahkan daun kemangi', 'matikan api', 'sajikan dengan nasi putih dan telur mata sapi', '']"
tim ikan patin,"i ekor ikan patin, bersihkan, potong2--5 bawang putih, iris2 tipis--1 ruas jahe, kupas, potong korek api--1 cm kunyit, iris tipis--10 cabai rawit utuh--2 batang serai, memarkan--4 lembar daun jeruk, sobek2--1 cabai merah besar, potong serong--1 sdm minyak wijen--1 sdt merica bubuk--secukupnya garam gula/kaldu bubuk--100-200 ml air--","1) siapkan pinggan tahan panas
2) panaskan kukusan, biarkan airnya mendidih
3) tata ikan patin dalam pinggan tahan panas
4) taburkan semua bumbu & tuang air di atas ikan patin. masukan pinggan ke dalam kukusan yang sudah panas
5) biarkan sampai ikan patin matang & ikan mengeluarkan kaldunya (keluar airnya). tes rasa
6) setelah matang bisa langsung di hidangkan",27,https://cookpad.com/id/resep/4069540-tim-ikan-patin,ikan,12,"i ikan patin, bersihkan, potong, bawang putih, tipis, jahe, kupas, potong korek api, kunyit, tipis, cabai rawit utuh, serai, memarkan, daun jeruk, sobek, cabai merah, potong serong, minyak wijen, merica bubuk, garam gula kaldu bubuk, air",6,"['i ekor ikan patin, bersihkan, potong2', '5 bawang putih, iris2 tipis', '1 ruas jahe, kupas, potong korek api', '1 cm kunyit, iris tipis', '10 cabai rawit utuh', '2 batang serai, memarkan', '4 lembar daun jeruk, sobek2', '1 cabai merah besar, potong serong', '1 sdm minyak wijen', '1 sdt merica bubuk', 'secukupnya garam gula/kaldu bubuk', '100-200 ml air']","['siapkan pinggan tahan panas', 'panaskan kukusan, biarkan airnya mendidih', 'tata ikan patin dalam pinggan tahan panas', 'taburkan semua bumbu dan tuang air di atas ikan patin', 'masukan pinggan ke dalam kukusan yang sudah panas', 'biarkan sampai ikan patin matang dan ikan mengeluarkan kaldunya (keluar airnya)', 'tes rasa', 'setelah matang bisa langsung di hidangkan']"
tim salmon telur,250 gr salmon fillet--1 jeruk nipis--2 telur--5 lembar daun bayam--1/2 sdt kecap asin--1/2 sdt bawang putih bubuk/bawang parut--sedikit lada bubuk--1/4 sdt minyak wijen--,"1) bersihkan salmon, potong2 kotak, lalu lumuri dengan perasan jeruk nipis
2) campur smua bahan di wadah anti panas, jika sudah campur telur tidak bisa check rasa ya, karena ada telur mentah,jadi perkiraan aja rasanya
3) kukus selama 20menit atau sampai matang",43,https://cookpad.com/id/resep/4029454-tim-salmon-telur,telur,8,"salmon fillet, jeruk nipis, telur, daun bayam, kecap asin, bawang putih bubuk bawang parut, lada, minyak wijen",3,"['250 gr salmon fillet', '1 jeruk nipis', '2 telur', '5 lembar daun bayam', '1/2 sdt kecap asin', '1/2 sdt bawang putih bubuk/bawang parut', 'sedikit lada bubuk', '1/4 sdt minyak wijen']","['bersihkan salmon, potong2 kotak, lalu lumuri dengan perasan jeruk nipis', 'campur smua bahan di wadah anti panas, jika sudah campur telur tidak bisa check rasa ya, karena ada telur mentah,jadi perkiraan aja rasanya', 'kukus selama 20menit atau sampai matang']"
tiramisu egg drops,200 gr whiping cream (aq merk haan)--300 ml air dingin--250 gr cream cheese resep mba ayu prociz oles..aq filling kraf--1 saset nescafe instan--1 sdm  kopi bubuk hitam--150 ml air panas--2 bungkus egg drps--50 gr cojikaat bubuk--100 gr cojikaat blok di serut (saya sendiri resep asli tidak ada)--,"1) mixer air es dan whiping cream selama 3 menit...lalu masukan kraff fiilling mixer sebentar asal rata..matikan mixer.
2) ambil loyang beri whiping cream lalu cojikaat bubuk cojikaat serut.. baru masukan egg drops yang sudah dicelupkan ke kopi lalu tata diatasnya...sampai full egg dropnya
3) ulangi lagi dengan masukan whiping cream lagi lalu cojikaat bubuk...cojikaat blok serut..egg drops yang di celup ke kopi...sampai habis...
4) simpan di kulkas semalaman ya bun....jika tidak sabar bisa tunggu 3 jam an hehhe",39,https://cookpad.com/id/resep/3901353-tiramisu-egg-drops,telur,9,"whiping cream aq merk haan, air dingin, cream cheese resep mba ayu prociz olesaq filling kraf, saset nescafe instan, kopi bubuk hitam, air panas, egg drps, cojikaat bubuk, cojikaat blok serut resep asli tidak",4,"['200 gr whiping cream (aq merk haan)', '300 ml air dingin', '250 gr cream cheese resep mba ayu prociz oles..aq filling kraf', '1 saset nescafe instan', '1 sdm  kopi bubuk hitam', '150 ml air panas', '2 bungkus egg drps', '50 gr cojikaat bubuk', '100 gr cojikaat blok di serut (saya sendiri resep asli tidak ada)']","['mixer air es dan whiping cream selama 3 menit', 'lalu masukan kraff fiilling mixer sebentar asal ratamatikan mixer', 'ambil loyang beri whiping cream lalu cojikaat bubuk cojikaat serut baru masukan egg drops yang sudah dicelupkan ke kopi lalu tata diatasnya', 'sampai full egg dropnya', 'ulangi lagi dengan masukan whiping cream lagi lalu cojikaat bubuk', 'cojikaat blok serutegg drops yang di celup ke kopi', 'sampai habis', 'simpan di kulkas semalaman ya bunjika tidak sabar bisa tunggu 3 jam an hehhe']"
tom yam iga sapi,"500 gr iga sapi yang sudah dipresto--3 sdm minyak goreng--3 butir bawang merah, iris tipis--2 siung bawang putih, iris tipis--2 sdm knorr pasta tom yam siap pakai--1 batang serai--2 lembar daun jeruk--50 gr jamur kuping--10 buah cabai rawit--1/2 sdt garam--","1) panaskan minyak. tumis bawang putih dan bawang merah hingga harum.
2) masukkan tumisan kedalam kaldu iga. tambahkan pasta tom yam, serai dan daun jeruk. masak dengan api kecil hingga bumbu meresap.
3) tambahkan garam dan cabai. angkat.
4) sajikan hangat",49,https://cookpad.com/id/resep/3419488-tom-yam-iga-sapi,sapi,10,"iga sapi dipresto, minyak goreng, bawang merah, tipis, bawang putih, tipis, knorr pasta tom yam, serai, daun jeruk, jamur kuping, cabai rawit, garam",4,"['500 gr iga sapi yang sudah dipresto', '3 sdm minyak goreng', '3 butir bawang merah, iris tipis', '2 siung bawang putih, iris tipis', '2 sdm knorr pasta tom yam siap pakai', '1 batang serai', '2 lembar daun jeruk', '50 gr jamur kuping', '10 buah cabai rawit', '1/2 sdt garam']","['panaskan minyak', 'tumis bawang putih dan bawang merah hingga harum', 'masukkan tumisan kedalam kaldu iga', 'tambahkan pasta tom yam, serai dan daun jeruk', 'masak dengan api kecil hingga bumbu meresap', 'tambahkan garam dan cabai', 'angkat', 'sajikan hangat']"
tongkol balado,"1/2 ekor ikan tongkol--7 siung bawang merah--3 siung bawang putih--10 cabai merah keriting--10 cabai rawit--1 lbr daun salam--3 lbr daun jeruk--1 ruas jahe--1 iris jeruk nipis--1/2 sdt garam, gula pasir, kaldu bubuk--","1) cuci beraih ikan tongkol lalu potong2 sesuai selera perasi jeruk nipis.
2) haluskan bawang merah, bawang putih, cabai dan tuang sesikit minyak goreng.
3) goreng daging ikan tongkol sampai kering atau sesuai selera.
4) tumis bumbu halus sampai harum.
5) lalu masukkan daun salam, daun jeruk dan jahe, masak sampai matang.
6) kemudian masukkan ikan tongkol yang sudah digoreng, aduk rata.
7) bubuhkan garam, gula pasir dan kaldu bubuk. bisa ditambah sedikit air supaya tidak gosong.
8) masak hingga bumbu meresap. koreksi rasa. balado ikan tongkol siap dihidangkan dengan nasi panas.",47,https://cookpad.com/id/resep/4030040-tongkol-balado,ikan,10,"ikan tongkol, bawang merah, bawang putih, cabai merah keriting, cabai rawit, daun salam, daun jeruk, jahe, jeruk nipis, garam, gula pasir, kaldu bubuk",8,"['1/2 ekor ikan tongkol', '7 siung bawang merah', '3 siung bawang putih', '10 cabai merah keriting', '10 cabai rawit', '1 lbr daun salam', '3 lbr daun jeruk', '1 ruas jahe', '1 iris jeruk nipis', '1/2 sdt garam, gula pasir, kaldu bubuk']","['cuci beraih ikan tongkol lalu potong2 sesuai selera perasi jeruk nipis', 'haluskan bawang merah, bawang putih, cabai dan tuang sesikit minyak goreng', 'goreng daging ikan tongkol sampai kering atau sesuai selera', 'tumis bumbu halus sampai harum', 'lalu masukkan daun salam, daun jeruk dan jahe, masak sampai matang', 'kemudian masukkan ikan tongkol yang sudah digoreng, aduk rata', 'bubuhkan garam, gula pasir dan kaldu bubuk', 'bisa ditambah sedikit air supaya tidak gosong', 'masak hingga bumbu meresap', 'koreksi rasa', 'balado ikan tongkol siap dihidangkan dengan nasi panas', '']"
tongkol bumbu sambal,"5 potong ikan tongkol--25 buah cabai rawit--2 buah cabai merah besar,buang bijinya--7 siung bawang merah--3 siung bawang putih--4 buah tomat,potong2--1 sdt terasi bakar--secukupnya minyak goreng--secukupnya garam dan gula pasir--","1) cuci bersih ikan tongkol,tiriskan,lalu goreng sebentar
2) panaskan minyak goreng,goreng cabai rawit,cabai merah,bawang merah,bawang putih dan tomat sampai setengah layu,angkat,tiriskan
3) pindahkan ke cobek. tambahkan garam,gula pasir dan terasi. ulek sampai halus
4) kemudian panaskan sedikit minyak bekas menggoreng cabai td (kira2 3 sdm),masukkan bumbu sambal,tumis hingga harum
5) masukkan ikan tongkol,aduk rata,masak sebentar,tes rasa,matikan api
6) sajikan",22,https://cookpad.com/id/resep/4236774-tongkol-bumbu-sambal,ikan,9,"potong ikan tongkol, cabai rawit, cabai merah, buang bijinya, bawang merah, bawang putih, tomat, potong, terasi bakar, minyak goreng, garam gula pasir",6,"['5 potong ikan tongkol', '25 buah cabai rawit', '2 buah cabai merah besar,buang bijinya', '7 siung bawang merah', '3 siung bawang putih', '4 buah tomat,potong2', '1 sdt terasi bakar', 'secukupnya minyak goreng', 'secukupnya garam dan gula pasir']","['cuci bersih ikan tongkol,tiriskan,lalu goreng sebentar', 'panaskan minyak goreng,goreng cabai rawit,cabai merah,bawang merah,bawang putih dan tomat sampai setengah layu,angkat,tiriskan', 'pindahkan ke cobek', 'tambahkan garam,gula pasir dan terasi', 'ulek sampai halus', 'kemudian panaskan sedikit minyak bekas menggoreng cabai td (kira2 3 sdm),masukkan bumbu sambal,tumis hingga harum', 'masukkan ikan tongkol,aduk rata,masak sebentar,tes rasa,matikan api', 'sajikan']"
tongkol goreng sambal mentah,"1 buah pindang tongkol ukuran sedang, bersihkan kulitnya--1 siung bawang putih, haluskan--sambal mentah:--2 siung bawang merah iris tipis--cabai rawit sesuai selera iris tipis--1 buah tomat buang isinya potong dadu--irisan jeruk lemon--sejumput garam--bahan sambal kecap :--3 sdm kecap manis--sesuai selera cabai rawit dipotong serong--","1) pindang tongkol yang sudah dibersihkan, dipotong-potong. rendam di bawang putih yang sudah dihaluskan beri garam dan air secukupnya, kira-kira 5 menit.
2) goreng tongkol dalam minyak yang sudah dipanaskan sampai kuning kecoklatan. sisihkan.
3) bahan sambal mentah campur jadi satu.
4) bahan sambal kecap campur jadi satu.
5) sajikan tongkol goreng dengan sambal mentah dan sambal kecap, dipadukan dengan nasi panas emm yummy",18,https://cookpad.com/id/resep/4421677-tongkol-goreng-sambal-mentah,ikan,11,"pindang tongkol, bersihkan kulitnya, bawang putih, haluskan, sambal mentah, bawang merah tipis, cabai rawit tipis, tomat buang isinya potong dadu, irisan jeruk lemon, sejumput garam, sambal kecap, kecap manis, cabai rawit dipotong serong",6,"['1 buah pindang tongkol ukuran sedang, bersihkan kulitnya', '1 siung bawang putih, haluskan', '2 siung bawang merah iris tipis', 'cabai rawit sesuai selera iris tipis', '1 buah tomat buang isinya potong dadu', 'irisan jeruk lemon', 'sejumput garam', '3 sdm kecap manis', 'sesuai selera cabai rawit dipotong serong']","['pindang tongkol yang sudah dibersihkan, dipotong-potong', 'rendam di bawang putih yang sudah dihaluskan beri garam dan air secukupnya, kira-kira 5 menit', 'goreng tongkol dalam minyak yang sudah dipanaskan sampai kuning kecoklatan', 'sisihkan', 'bahan sambal mentah campur jadi satu', 'bahan sambal kecap campur jadi satu', 'sajikan tongkol goreng dengan sambal mentah dan sambal kecap, dipadukan dengan nasi panas emm yummy']"
